,State,Year,Population,CO2 Emissions (Millions of tonnes),PPP,GDP,Average Salary,Average Disposable Income,Violent Crimes Committed,Unemployment Rate,Hospital Count,Traffic Fatalities,Air Quality Index,Violent Crimes Per Capita,Hospitals Per Capita
1626,Minnesota,2024,5902521,89.80324665509397,98.25830714288259,395307.1,74943.0,65158.0,13638.6,4.426748381161815,125.0,3706.477604903339,34.61904761904762,231.06398096677674,2.1177391829694465
1627,Minnesota,2025,5945212,89.43037489787821,98.2960743697804,396278.37088155746,73400.5537622571,63550.71694153547,12673.96938688308,4.444704827386886,125.0,3817.3512494106544,40.50398623295041,213.17943560100264,2.1025322562088617
1628,Minnesota,2026,5987745,89.02641971673438,98.33202717090899,401076.1301550865,75642.17201954126,65462.243385493755,13941.36632557139,4.46454155579022,124.0,3928.22489391797,41.09288433998154,232.83166410011432,2.0708964727121812
1629,Minnesota,2027,6030105,88.59138111166976,98.3661655462679,405812.6657538712,77927.15411001444,67408.95734590292,15335.502958128529,4.486258566370452,124.0,4039.0985384252563,41.702271308458876,254.31568700923995,2.056348935880884
1630,Minnesota,2028,6072279,88.12525908270618,98.39848949585758,410487.9776778221,80255.91344457865,69391.14724367857,15971.712628068402,4.5098558591289475,123.0,4149.972182932572,42.33214713835332,263.02665981040076,2.0255986261500833
1631,Minnesota,2029,6114252,87.62805362981453,98.42899901967621,415102.06592699885,82628.86343342066,71409.10149878263,16332.091263396665,4.535333434064796,123.0,4260.845827439887,42.9825118296867,267.11511503609375,2.0116933355053077
1632,Minnesota,2030,6156012,87.09976475301664,98.45769411772653,419654.9305014014,85046.41748672724,73463.10853213072,16766.545531060547,4.5626912911775435,123.0,4371.719471947203,43.65336538245174,272.36050759908437,1.9980467874331629
1633,Mississippi,1960,2178141,,,,1267.0,1174.0,,,,,,,
1634,Mississippi,1961,2182018,,,,1359.0,1270.0,,,,,,,
1635,Mississippi,1962,2185895,,,,1397.0,1294.0,,,,,,,
1636,Mississippi,1963,2189772,,,,1534.0,1419.0,,,,,,,
1637,Mississippi,1964,2193649,,,,1590.0,1482.0,,,,,,,
1638,Mississippi,1965,2197526,,,,1722.0,1601.0,,,,,,,
1639,Mississippi,1966,2201403,,,,1879.0,1732.0,,,,,,,
1640,Mississippi,1967,2205280,,,,2048.0,1890.0,,,,,,,
1641,Mississippi,1968,2209157,,,,2250.0,2065.0,,,,,,,
1642,Mississippi,1969,2213034,,,,2496.0,2279.0,,,,,,,
1643,Mississippi,1970,2216912,38.74036326701297,,,2736.0,2488.0,,,,,,,
1644,Mississippi,1971,2247284,40.56138515849873,,,2974.0,2746.0,,,,,,,
1645,Mississippi,1972,2277657,43.37785448676764,,,3327.0,3029.0,,,,,,,
1646,Mississippi,1973,2308029,44.1357521284813,,,3736.0,3421.0,,,,,,,
1647,Mississippi,1974,2338402,43.3889693453166,,,4056.0,3677.0,,,,,,,
1648,Mississippi,1975,2368775,40.8975142043881,,,4360.0,4015.0,,,,,,,
1649,Mississippi,1976,2399147,43.40161768827217,,,4887.0,4461.0,,6.49,,,,,
1650,Mississippi,1977,2429520,47.29618441913362,,,5375.0,4919.0,,7.21,,,,,
1651,Mississippi,1978,2459892,50.1459182986633,,,5917.0,5355.0,,6.75,,,,,
1652,Mississippi,1979,2490265,50.43290312744749,,,6634.0,5981.0,,5.73,,,,,
1653,Mississippi,1980,2520638,47.66011972445502,,,7168.0,6460.0,,7.4,,,39.333333333333336,,
1654,Mississippi,1981,2525895,45.17970203037002,,,8007.0,7163.0,,8.52,,,41.666666666666664,,
1655,Mississippi,1982,2531153,45.47350112614049,,,8394.0,7644.0,,11.01,,,38.666666666666664,,
1656,Mississippi,1983,2536411,42.83410426158034,,,8746.0,7934.0,,11.97,,,41.0,,
1657,Mississippi,1984,2541669,44.5380030562962,,,9509.0,8668.0,,10.62,,,40.333333333333336,,
1658,Mississippi,1985,2546927,43.73217503046975,,,9974.0,9088.0,,10.43,,,38.0,,
1659,Mississippi,1986,2552184,44.76255281682784,,,10324.0,9448.0,,11.42,,,41.0,,
1660,Mississippi,1987,2557442,46.33210940253576,,,10916.0,9956.0,,10.05,,,43.333333333333336,,
1661,Mississippi,1988,2562700,49.33730522008273,,,11737.0,10747.0,,8.55,,,42.8,,
1662,Mississippi,1989,2567958,45.98641893207616,,,12707.0,11577.0,,7.91,,,38.0,,
1663,Mississippi,1990,2573216,48.38887063637939,,,13353.0,12163.0,,7.58,,,43.0,,
1664,Mississippi,1991,2600360,48.12406354184129,,,13973.0,12782.0,,8.39,,,33.285714285714285,,
1665,Mississippi,1992,2627504,48.22872545044304,,,14881.0,13626.0,,7.97,,,34.42857142857143,,
1666,Mississippi,1993,2654648,50.48942202220912,,,15656.0,14293.0,,6.73,,,35.5625,,
1667,Mississippi,1994,2681792,50.14034043324005,,,16724.0,15218.0,,6.29,,,34.333333333333336,,
1668,Mississippi,1995,2708937,51.55806928361288,,,17470.0,15871.0,,6.2,,,37.53333333333333,,
1669,Mississippi,1996,2736081,54.42048212517185,,,18360.0,16630.0,,5.99,,,34.6,,
1670,Mississippi,1997,2763225,55.77990794940972,,88384.3,19219.0,17367.0,,5.7,,,39.333333333333336,,
1671,Mississippi,1998,2790369,56.6088301309767,,90960.1,20173.0,18195.0,,5.24,,,39.357142857142854,,
1672,Mississippi,1999,2817513,61.40476743042887,,93597.7,20681.0,18643.0,,5.11,96.0,,51.15,,3.4072602326945787
1673,Mississippi,2000,2844658,61.34376787043987,,93957.0,21628.0,19541.0,,5.32,95.0,,55.0,,3.3395930196178245
1674,Mississippi,2001,2856921,69.77958757653796,,93515.5,22806.0,20625.0,,5.49,96.0,,49.73684210526316,,3.3602609242607686
1675,Mississippi,2002,2869185,62.53060055996659,,94561.5,23202.0,21303.0,,6.42,91.0,,48.0,,3.1716323625001523
1676,Mississippi,2003,2881449,64.10244712596976,,98762.1,24060.0,22222.0,,6.14,92.0,,50.94736842105263,,3.192838047801644
1677,Mississippi,2004,2893713,65.68514383247286,,101369.5,25287.0,23561.0,,6.16,93.0,,49.6,,3.213863987202601
1678,Mississippi,2005,2905977,63.96343027899901,,103691.8,26716.0,24729.0,,7.6,94.0,1936.0,52.8421052631579,,3.2347124564303162
1679,Mississippi,2006,2918241,66.20519548984046,,105879.9,27827.0,25499.0,,6.38,94.0,,53.785714285714285,,3.2211184751362207
1680,Mississippi,2007,2930505,68.30276488486476,,107713.9,29432.0,27004.0,,6.15,95.0,,52.5,,3.2417620853743636
1681,Mississippi,2008,2942769,64.72629131595774,88.038,109434.0,30736.0,28099.0,7173.0,6.71,98.0,,50.642857142857146,243.75001911465017,3.3301968316235486
1682,Mississippi,2009,2955033,60.55198535349548,85.588,105360.0,30220.0,28153.0,6991.0,9.36,97.0,,48.142857142857146,236.5794222940996,3.282535254259428
1683,Mississippi,2010,2967297,63.60009239006158,88.218,106711.8,31213.0,28902.0,6659.0,10.08,96.0,,50.23076923076923,224.41299270009037,3.235267652681885
1684,Mississippi,2011,2966695,58.40360869111001,88.833,106491.1,32454.0,30068.0,6314.0,9.78,99.0,,49.23076923076923,212.8294280335525,3.3370467810138895
1685,Mississippi,2012,2966093,59.96532868077246,88.521,108646.5,33441.0,30924.0,6077.0,8.83,98.0,,47.36363636363637,204.8823148835859,3.3040096854683925
1686,Mississippi,2013,2965491,56.81544018783873,88.843,109032.7,33976.0,31236.0,5567.0,8.49,99.0,,40.9,187.7260797621709,3.3384016339958547
1687,Mississippi,2014,2964889,59.51917729018871,88.92,109299.6,34623.0,31849.0,5270.0,7.59,97.0,1712.0,41.7,177.74695781191133,3.2716233221547246
1688,Mississippi,2015,2964288,60.99305545380684,88.233,109401.7,35100.0,32163.0,4926.0,6.48,95.0,1814.0,40.18181818181818,166.1781851156163,3.2048168059243904
1689,Mississippi,2016,2963686,61.90199849867476,88.469,109911.0,35638.0,32620.0,5041.0,5.97,93.0,1803.0,41.54545454545455,170.0922432403433,3.1379842533925664
1690,Mississippi,2017,2963084,60.08124116923569,87.808,110281.4,36579.0,33647.0,4801.0,5.23,100.0,1738.0,40.09090909090909,162.0271311916908,3.3748621368817084
1691,Mississippi,2018,2962482,62.87859698737014,86.166,110174.8,37624.0,34784.0,4438.0,4.96,99.0,1692.0,42.54545454545455,149.8068173916331,3.341792456460495
1692,Mississippi,2019,2961880,62.22842072330777,86.521,111207.8,39142.0,36104.0,4601.0,5.52,96.0,1894.0,43.7,155.34052696260483,3.241184652990668
1693,Mississippi,2020,2961279,62.76887633097802,85.58,110322.8,42446.0,39373.0,5992.0,8.05,97.0,2210.0,42.9,202.34500025158047,3.2756116529378017
1694,Mississippi,2021,2964912,62.69482848370156,86.229,115675.1,46906.0,43284.0,4361.0,5.5,98.0,2423.0,42.5,147.0869961739168,3.3053257567172314
1695,Mississippi,2022,2959077,65.06764661789713,87.326,116557.1,47086.0,42762.0,4298.0,3.91,99.0,2367.0,43.9,145.247994560466,3.3456378458553124
1696,Mississippi,2023,2951782,64.74436036985207,87.292,119548.4,49593.0,45750.0,3335.0,5.9794387912963884,99.0,2128.64356435644,48.1,112.98259830841165,3.353906216651501
1697,Mississippi,2024,2942985,64.93066049601475,85.71455535691348,122438.1,52017.0,47970.0,3462.4923952287063,5.915323774342937,99.0,2155.5869872701587,43.0,117.6523969788737,3.363931518509269
1698,Mississippi,2025,2932646,65.10562507194118,85.27807342409506,117504.78644810617,50160.78530425578,46242.28689496219,3116.2431557058358,5.850775878410332,99.0,2182.5304101838774,42.69034051336348,106.2604608843289,3.3757910092114765
1699,Mississippi,2026,2920725,65.26925409762043,84.80457013273553,117937.90909567475,51597.7917798236,47573.06508158147,3294.407603991218,5.785795103498231,99.0,2209.473833097596,42.26917907640018,112.79417281638011,3.3895693706185965
1700,Mississippi,2027,2907182,65.42154757306344,84.29404548286402,118333.74134282768,53057.040444500744,48924.32382245362,2964.966843592096,5.720381449607089,99.0,2236.4172560113147,41.823277362345834,101.98765827499263,3.4053595543725845
1701,Mississippi,2028,2891975,65.56250549827018,83.74649947440776,118692.28318953514,54538.610273487866,50296.12501384318,2844.6806954343338,5.654534916736452,100.0,2263.3606789250407,41.35263537122228,98.36463646588695,3.457844552598138
1702,Mississippi,2029,2875066,65.69212787322977,83.1619321074104,119013.53463588655,56042.580242045224,51688.530552104115,2640.4592887407634,5.588255504886774,100.0,2290.3041018387594,40.857253103014955,91.83995389117202,3.4781810226269587
1703,Mississippi,2030,2856413,65.81041469795673,82.54034338190104,119297.4956818223,57569.02932525426,53101.60233344138,2476.1454425842967,5.521543214057488,100.0,2317.247524752478,40.33713055772387,86.68723474456588,3.500894303449816
1704,Missouri,1960,4319813,,,,2226.0,1984.0,,,,,,,
1705,Missouri,1961,4355481,,,,2289.0,2040.0,,,,,,,
1706,Missouri,1962,4391150,,,,2407.0,2138.0,,,,,,,
1707,Missouri,1963,4426819,,,,2505.0,2219.0,,,,,,,
1708,Missouri,1964,4462488,,,,2616.0,2354.0,,,,,,,
1709,Missouri,1965,4498157,,,,2828.0,2528.0,,,,,,,
1710,Missouri,1966,4533825,,,,2993.0,2666.0,,,,,,,
1711,Missouri,1967,4569494,,,,3174.0,2825.0,,,,,,,
1712,Missouri,1968,4605163,,,,3492.0,3086.0,,,,,,,
1713,Missouri,1969,4640832,,,,3645.0,3163.0,,,,,,,
1714,Missouri,1970,4676501,86.67660862878957,,,3945.0,3471.0,,,,,,,
1715,Missouri,1971,4700519,89.10240503512662,,,4222.0,3750.0,,,,,,,
1716,Missouri,1972,4724538,94.74356087525562,,,4562.0,4003.0,,,,,,,
1717,Missouri,1973,4748556,99.98041372498578,,,5045.0,4473.0,,,,,,,
1718,Missouri,1974,4772575,97.71230855841824,,,5386.0,4737.0,,,,,,,
1719,Missouri,1975,4796593,100.9326827914049,,,5883.0,5248.0,,,,,,,
1720,Missouri,1976,4820612,107.2438037700903,,,6409.0,5667.0,,6.18,,,,,
1721,Missouri,1977,4844630,111.3808868730902,,,7070.0,6250.0,,6.02,,,,,
1722,Missouri,1978,4868649,110.8937278169866,,,7828.0,6869.0,,4.9,,,,,
1723,Missouri,1979,4892667,110.0408615752263,,,8695.0,7592.0,,4.79,,,,,
1724,Missouri,1980,4916686,104.5333285780052,,,9374.0,8190.0,,7.18,,,47.75,,
1725,Missouri,1981,4936724,101.8521222124027,,,10438.0,9075.0,,7.71,,,34.875,,
1726,Missouri,1982,4956763,101.0658744321537,,,11166.0,9664.0,,9.27,,,37.55555555555556,,
1727,Missouri,1983,4976802,102.6065499228528,,,11889.0,10515.0,,9.96,,,35.22222222222222,,
1728,Missouri,1984,4996840,106.3186112158154,,,13086.0,11628.0,,7.38,,,39.22222222222222,,
1729,Missouri,1985,5016879,100.6633049146049,,,13940.0,12340.0,,6.62,,,35.583333333333336,,
1730,Missouri,1986,5036918,98.8093466586077,,,14608.0,12948.0,,6.39,,,36.583333333333336,,
1731,Missouri,1987,5056956,101.4579253226371,,,15232.0,13457.0,,6.25,,,33.266666666666666,,
1732,Missouri,1988,5076995,105.4100138160377,,,16147.0,14316.0,,5.7,,,34.86666666666667,,
1733,Missouri,1989,5097034,105.6971303800638,,,17258.0,15238.0,,5.55,,,34.61538461538461,,
1734,Missouri,1990,5117073,102.9838863040371,,,17917.0,15819.0,,5.92,,,31.76923076923077,,
1735,Missouri,1991,5164886,103.3996999730085,,,18580.0,16530.0,,6.57,,,34.0,,
1736,Missouri,1992,5212700,103.1986177638521,,,19566.0,17448.0,,6.18,,,32.07692307692308,,
1737,Missouri,1993,5260514,101.1726181877317,,,20247.0,18029.0,,6.22,,,31.076923076923077,,
1738,Missouri,1994,5308328,108.7649141604636,,,21271.0,18879.0,,5.18,,,31.933333333333334,,
1739,Missouri,1995,5356142,115.9405808208881,,,22201.0,19638.0,,4.82,,,31.866666666666667,,
1740,Missouri,1996,5403955,122.3876556161914,,,23270.0,20480.0,,4.71,,,34.3125,,
1741,Missouri,1997,5451769,125.9077296438617,,243724.1,24469.0,21434.0,,4.35,,,33.4,,
1742,Missouri,1998,5499583,130.9470668009193,,249234.0,25506.0,22247.0,,4.03,,,39.61538461538461,,
1743,Missouri,1999,5547397,131.5050262228945,,256290.4,26281.0,22913.0,,3.23,118.0,,50.4,,2.127123766335815
1744,Missouri,2000,5595211,126.6388033645462,,262665.4,27857.0,24288.0,,3.42,119.0,,48.44444444444444,,2.126818809871513
1745,Missouri,2001,5634582,132.46203770119,,260381.1,28634.0,24979.0,,4.49,117.0,,46.04761904761905,,2.0764628148103976
1746,Missouri,2002,5673954,132.999643733704,,264997.7,29144.0,26008.0,,5.28,119.0,,51.45,,2.0973028685110946
1747,Missouri,2003,5713325,140.4723317252633,,271970.5,30054.0,27126.0,,5.66,119.0,,49.65,,2.082850179186376
1748,Missouri,2004,5752697,141.4720910007348,,279128.2,31396.0,28465.0,,5.88,119.0,,46.5,,2.068594956417833
1749,Missouri,2005,5792069,144.2475869942386,,285341.7,32256.0,28956.0,,5.4,119.0,2848.0,50.333333333333336,,2.054533535425769
1750,Missouri,2006,5831440,143.0166373656446,,286558.3,33860.0,30225.0,,4.88,119.0,,50.2,,2.0406623406911497
1751,Missouri,2007,5870812,141.5344615925499,,288320.8,35228.0,31253.0,,5.08,117.0,,50.72222222222222,,1.9929100097226753
1752,Missouri,2008,5910183,138.273619070884,88.468,297881.8,37124.0,32963.0,29666.0,6.22,123.0,,47.0,501.94723242918195,2.0811538322925025
1753,Missouri,2009,5949555,131.8908870334063,90.473,289566.8,36306.0,33128.0,29468.0,9.02,125.0,,43.142857142857146,495.2975474636338,2.100997469558648
1754,Missouri,2010,5988927,136.7753829972066,93.124,295986.4,36984.0,33719.0,27295.0,9.51,122.0,,47.333333333333336,455.75776762682193,2.0370927880737235
1755,Missouri,2011,6005525,136.5140560841791,92.522,292984.2,38402.0,34639.0,26889.0,8.64,120.0,,48.333333333333336,447.7377081937049,1.998160027641214
1756,Missouri,2012,6022124,128.8102396588153,92.456,296514.3,39983.0,36101.0,27156.0,7.19,123.0,,49.0,450.937244068704,2.042468736943975
1757,Missouri,2013,6038722,133.5175173890135,92.837,302025.7,40121.0,35887.0,26218.0,6.78,123.0,,45.38095238095238,434.16471233482844,2.0368548179565145
1758,Missouri,2014,6055321,133.0265075402614,93.373,303617.8,41380.0,36948.0,26865.0,6.15,122.0,3110.0,43.80952380952381,443.6593865131179,2.014756938566923
1759,Missouri,2015,6071920,124.251692333983,92.296,308009.9,42677.0,37867.0,30235.0,5.11,121.0,3309.0,42.42857142857143,497.94793080277736,1.992779878522774
1760,Missouri,2016,6088518,118.4053400343506,91.704,308423.3,43826.0,38911.0,31687.0,4.55,119.0,3625.0,40.80952380952381,520.4386354774676,1.9544986152623678
1761,Missouri,2017,6105117,123.9426022745293,91.718,311273.8,44781.0,39922.0,32511.0,3.74,126.0,3776.0,42.76190476190476,532.5205069779989,2.0638425111263223
1762,Missouri,2018,6121715,124.2586739869279,91.792,314182.4,46680.0,41810.0,30663.0,3.24,122.0,3975.0,41.23809523809524,500.8890482487342,1.992905582830955
1763,Missouri,2019,6138314,116.4873622209673,92.522,321329.1,48425.0,43331.0,30695.0,3.21,120.0,3950.0,40.76190476190476,500.055878536028,1.954934205060217
1764,Missouri,2020,6154913,108.1818320646972,92.157,315332.6,52143.0,47023.0,33415.0,6.19,118.0,4418.0,37.904761904761905,542.8996315626232,1.9171676350258728
1765,Missouri,2021,6258495,116.4274326062183,92.003,331580.9,56630.0,50491.0,31901.0,4.08,119.0,4814.0,39.95238095238095,509.72318424797015,1.9014155959220227
1766,Missouri,2022,6286810,112.8734373101804,91.04,339652.4,58986.0,51528.0,30293.0,2.49,115.0,4940.0,41.285714285714285,481.8500956765037,1.829226587092659
1767,Missouri,2023,6314532,123.03813470510067,91.762,348487.4,62484.0,55828.0,28601.0,4.685390070924541,121.0,4677.455445544561,43.95238095238095,452.9393468906326,1.916214851710309
1768,Missouri,2024,6341636,122.33199094441079,90.36815178624238,356653.4,64740.0,57778.0,28670.971818497404,4.63081406105789,121.0,4804.591230551625,41.142857142857146,452.10686672173244,1.9080249954428166
1769,Missouri,2025,6368097,121.57394310820382,89.74015388716361,347747.4993283674,61972.78491330147,55234.93211084604,28115.490122488467,4.575670580910128,121.0,4931.727015558688,41.97552561292832,441.5053684403436,1.900096685085042
1770,Missouri,2026,6393891,120.76399119643611,89.03733841105714,351633.45901435614,63843.17385673523,56884.894531071186,28794.113396407338,4.519959630480571,121.0,5058.862800565752,41.64768951139558,450.3378834016304,1.8924313848953636
1771,Missouri,2027,6418991,119.9021352091222,88.25970535786473,355549.68570806086,65751.83377099037,58567.050391972065,29175.023399601923,4.463681209770357,121.0,5185.998585572845,41.29650268784462,454.51105009497473,1.885031463667732
1772,Missouri,2028,6443374,118.98837514621846,87.40725472770282,359496.1794094816,67699.21880292892,60281.73897129297,29413.20549773192,4.406835318778121,121.0,5313.134370579908,40.92196514231182,456.4876336176035,1.8778981322518298
1773,Missouri,2029,6467014,118.02271100778307,86.47998652048409,363472.9401186183,69685.78309988976,62029.29954725504,29593.47302444908,4.349421957505228,121.0,5440.270155586972,40.524076874775346,457.6064474956924,1.8710335249003636
1774,Missouri,2030,6489885,117.0051427938015,85.47790073626675,367479.96783547103,71711.98080921173,63810.07139784098,29762.587754299166,4.291441125950541,121.0,5567.405940594064,40.10283788522793,458.599617008609,1.8644398167301888
1775,Montana,1960,674767,,,,2137.0,1933.0,,,,,,,
1776,Montana,1961,676731,,,,2090.0,1878.0,,,,,,,
1777,Montana,1962,678695,,,,2437.0,2223.0,,,,,,,
1778,Montana,1963,680659,,,,2406.0,2181.0,,,,,,,
1779,Montana,1964,682623,,,,2447.0,2245.0,,,,,,,
1780,Montana,1965,684588,,,,2629.0,2398.0,,,,,,,
1781,Montana,1966,686552,,,,2814.0,2556.0,,,,,,,
1782,Montana,1967,688516,,,,2895.0,2620.0,,,,,,,
1783,Montana,1968,690480,,,,3040.0,2750.0,,,,,,,
1784,Montana,1969,692444,,,,3387.0,2980.0,,,,,,,
1785,Montana,1970,694409,14.35814459759418,,,3735.0,3339.0,,,,,,,
1786,Montana,1971,703637,14.85222346965958,,,3920.0,3549.0,,,,,,,
1787,Montana,1972,712865,15.68486541756064,,,4492.0,4022.0,,,,,,,
1788,Montana,1973,722093,16.98327086592349,,,5149.0,4594.0,,,,,,,
1789,Montana,1974,731321,16.54552233478907,,,5521.0,4909.0,,,,,,,
1790,Montana,1975,740549,16.799067543946,,,5978.0,5365.0,,,,,,,
1791,Montana,1976,749777,19.41725306204206,,,6337.0,5639.0,,5.88,,,,,
1792,Montana,1977,759005,20.6027763874894,,,6739.0,5956.0,,6.15,,,,,
1793,Montana,1978,768233,21.284896544634,,,7768.0,6908.0,,5.57,,,,,
1794,Montana,1979,777461,22.72052066159009,,,8299.0,7276.0,,5.21,,,,,
1795,Montana,1980,786690,20.27428522846754,,,9148.0,8043.0,,6.32,,,36.5,,
1796,Montana,1981,787927,18.67525893852692,,,10303.0,9093.0,,6.72,,,35.6,,
1797,Montana,1982,789165,16.34934190453247,,,10737.0,9583.0,,8.61,,,28.0,,
1798,Montana,1983,790402,16.62804811889771,,,11157.0,9999.0,,8.74,,,30.25,,
1799,Montana,1984,791640,20.62749461227099,,,11687.0,10508.0,,7.51,,,16.2,,
1800,Montana,1985,792877,22.12686267021935,,,11840.0,10647.0,,7.67,,,31.46153846153846,,
1801,Montana,1986,794115,23.4881243213088,,,12440.0,11298.0,,7.95,,,34.142857142857146,,
1802,Montana,1987,795352,23.51745861443971,,,12862.0,11582.0,,7.47,,,31.285714285714285,,
1803,Montana,1988,796590,28.61259876538907,,,13346.0,11962.0,,6.63,,,27.25,,
1804,Montana,1989,797827,29.02482520507603,,,14711.0,13106.0,,5.96,,,21.05263157894737,,
1805,Montana,1990,799065,27.92878111339034,,,15470.0,13808.0,,6.06,,,21.38095238095238,,
1806,Montana,1991,809378,29.14491121109502,,,16323.0,14650.0,,6.93,,,20.80952380952381,,
1807,Montana,1992,819691,30.49491359318573,,,16965.0,15203.0,,6.71,,,21.318181818181817,,
1808,Montana,1993,830004,28.05060687080707,,,17939.0,16097.0,,6.12,,,21.19047619047619,,
1809,Montana,1994,840317,30.97321903147585,,,18082.0,16149.0,,5.49,,,21.454545454545453,,
1810,Montana,1995,850630,30.65517328022868,,,18710.0,16742.0,,5.71,,,17.727272727272727,,
1811,Montana,1996,860943,27.89046603018095,,,19378.0,17292.0,,5.56,,,18.727272727272727,,
1812,Montana,1997,871256,29.85488167433756,,30144.8,20127.0,17886.0,,5.5,,,17.954545454545453,,
1813,Montana,1998,881569,32.01817940326102,,31456.1,21431.0,19018.0,,5.61,,,21.857142857142858,,
1814,Montana,1999,891882,32.76213089553124,,31633.4,21723.0,19207.0,,5.31,53.0,,19.066666666666666,,5.94249015004227
1815,Montana,2000,902195,31.73233322129678,,32513.7,22982.0,20277.0,,4.83,52.0,,20.705882352941178,,5.763720703395607
1816,Montana,2001,910917,32.0424663405372,,32689.6,23910.0,21108.0,,4.61,53.0,,18.5,,5.818312755168693
1817,Montana,2002,919639,30.93728699158139,,33663.8,24516.0,22052.0,,4.55,53.0,,17.318181818181817,,5.7631309676949325
1818,Montana,2003,928361,33.10519691116024,,35249.5,26114.0,23718.0,,4.74,53.0,,17.047619047619047,,5.708986051762191
1819,Montana,2004,937083,34.7554429396391,,36949.9,28034.0,25527.0,,4.51,54.0,,19.1,,5.7625631881060695
1820,Montana,2005,945805,35.80407862751502,,38849.0,29839.0,26892.0,,4.07,54.0,524.0,20.6,,5.709422132469166
1821,Montana,2006,954527,35.99644006116536,,40055.0,31870.0,28551.0,,3.34,52.0,,25.157894736842106,,5.4477243702902065
1822,Montana,2007,963249,37.97954732863592,,42057.7,33841.0,30087.0,,3.36,52.0,,26.473684210526315,,5.398396468618187
1823,Montana,2008,971971,37.1922545716771,94.113,42049.3,35569.0,31812.0,2975.0,4.73,48.0,,26.210526315789473,306.07909083707233,4.9384189445981415
1824,Montana,2009,980693,33.07551577109099,93.218,40938.4,34479.0,31475.0,2786.0,7.12,48.0,,30.88888888888889,284.0848257303764,4.894498074320913
1825,Montana,2010,989415,34.91892322509857,92.458,42469.8,35999.0,32946.0,2686.0,7.18,48.0,,33.421052631578945,271.4735475002906,4.851351556222617
1826,Montana,2011,998896,31.97449818230557,94.251,43532.2,38150.0,34553.0,2722.0,6.62,48.0,,32.22222222222222,272.50084092838495,4.805305056782688
1827,Montana,2012,1008377,30.68585219203058,93.207,44329.1,40217.0,36292.0,2777.0,5.8,48.0,,33.1578947368421,275.393032566193,4.760124437586339
1828,Montana,2013,1017858,31.99321836017924,92.881,45114.7,40142.0,35947.0,2843.0,5.34,50.0,,32.0,279.31204549161083,4.912276565100436
1829,Montana,2014,1027339,32.45173106938164,95.172,46166.7,41850.0,37301.0,3245.0,4.67,50.0,581.0,31.68421052631579,315.8645782940198,4.866942654761476
1830,Montana,2015,1036820,32.40282833413394,95.01,47765.6,43095.0,38330.0,3591.0,4.29,50.0,637.0,32.94736842105263,346.34748558091087,4.822437838776258
1831,Montana,2016,1046301,30.96607020714918,93.866,47189.6,43301.0,38583.0,3877.0,4.32,50.0,626.0,30.68421052631579,370.5434669373345,4.7787395787636635
1832,Montana,2017,1055782,31.08230982239307,94.244,48470.5,45369.0,40536.0,3998.0,4.09,55.0,579.0,35.578947368421055,378.67665862839107,5.209408760520638
1833,Montana,2018,1065263,31.09679549169469,92.371,49455.0,47208.0,42372.0,4051.0,3.75,56.0,598.0,33.94736842105263,380.2816769192209,5.256917775234848
1834,Montana,2019,1074744,32.13673529144603,94.25,50263.5,49654.0,44295.0,4490.0,3.5,57.0,657.0,30.736842105263158,417.77390708857183,5.303588575511936
1835,Montana,2020,1084225,26.08015640100099,91.973,49981.4,53487.0,47745.0,5254.0,5.84,56.0,729.0,29.57894736842105,484.5857640249948,5.164979593719016
1836,Montana,2021,1102595,28.33776825594471,91.4,53303.7,58973.0,51676.0,5224.0,3.38,59.0,875.0,34.473684210526315,473.791373985915,5.351012837896055
1837,Montana,2022,1114283,29.49889468310521,90.164,55193.9,61610.0,52757.0,4786.0,2.63,59.0,803.0,30.75,429.51386676454723,5.294884692667841
1838,Montana,2023,1126162,29.704397432906262,90.244,57373.3,65075.0,57175.0,5006.0,3.6658032685963917,55.0,769.7821782178216,30.391304347826086,444.5186394142228,4.8838444202521485
1839,Montana,2024,1138231,29.276179180342297,89.12411071493989,58519.7,67615.0,59264.0,5506.6,3.562150786329312,55.0,787.065063649221,24.041666666666668,483.78580446324173,4.832059573144643
1840,Montana,2025,1150495,28.819658242951846,88.11758802589611,57825.48867521621,66939.12320423126,58654.82377195358,5953.8912109392695,3.457057099458325,55.0,804.3479490806203,37.90992375739734,517.5069175389089,4.780550980230249
1841,Montana,2026,1162954,28.33483462071308,87.02031673744204,58906.950015794486,69574.25382041931,60867.46028089523,6254.823547252221,3.350522207983431,55.0,821.6308345120196,39.14020208528382,537.8392909136751,4.729335812078552
1842,Montana,2027,1175611,27.821708313626004,85.83229684954858,59995.14498232864,72290.68817996979,63144.03897237778,6452.840111846803,3.242546111905085,55.0,838.913719943419,40.41724200548197,548.8924577812561,4.6784182863209
1843,Montana,2028,1188468,27.280279321719718,84.55352836218663,61090.07357481308,75089.87774276733,65485.629542827606,6588.892783263233,3.1331288112223774,55.0,856.1966053748183,41.741043517919024,554.4022037836301,4.627806554320352
1844,Montana,2029,1201527,26.710547644972394,83.18401127538527,62191.73579325341,77973.27396678925,67893.30168485641,6684.739182693651,3.0222703059362175,56.0,873.4794908062249,43.11160662266775,556.3536385527459,4.660735880259037
